,listing_id,id,review_date,reviewer_id,reviewer_name,comments,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,review_year,review_month,review_day
584891,31253914,591910686,2020-01-12,21034437,Nadim,"Lovely location, great views, close to Gryon télécabine. Lovely family hosting. Thank you!",Chalet Rose Blanche (2 bedroom apartment),158003927,Yasmine,Aigle,Gryon,46.27641,7.070180000000001,Entire home/apt,140,2020,01,12
584895,31253914,594884401,2020-01-19,52738931,Susanne,Avons passé un séjour très confortable. L'accueil fût très agréable. La cuisine est bien équipée et les salles de bain sont top ! Encore un grand merci.,Chalet Rose Blanche (2 bedroom apartment),158003927,Yasmine,Aigle,Gryon,46.27641,7.070180000000001,Entire home/apt,140,2020,01,19
584911,31263020,369076374,2019-01-09,1427121,Lonni,"Excellent experience! Shower had great heat and water pressure. I did some light cooking and the kitchen was nicely stocked with all the essentials. I slept well in the very clean space, very cozy bed, and quiet neighbourhood.  I really appreciated all the treats that were left for me! I found Fernando and his family very responsive when I needed them. I felt very at home and I didn’t want to leave! I would stay here again for sure...Highly recommend!",Lausanne -Private apartment with terrace,7506788,Fernando,Lavaux-Oron,Pully,46.50972,6.64335,Entire home/apt,86,2019,01,09
584915,31263020,400832651,2019-01-13,55889558,Tun Zan,Fantastic place. Clean and tidy.,Lausanne -Private apartment with terrace,7506788,Fernando,Lavaux-Oron,Pully,46.50972,6.64335,Entire home/apt,86,2019,01,13
585063,31344341,586769071,2020-01-02,39319664,Sara,"Diese Unterkunft ist in allen Angelegenheiten wundervoll! Die Einrichtung und Ausstattung ist nicht nur sehr stillvoll, sondern auch aufmerksam durchdacht. So herzlich das Innere der Unterkunft, so herzlich und großzügig sind auch die Gastgeber! Etienne hat uns so z.B. mit sehr leckerem Selbstgebackenen beglückt!
Die Umgebeung ist sehr ruhig. Man kann herrliche Spaziergänge, mit schöner Aussicht, machen. Ich habe außerdem noch nie so eine saubere Airbnb Unterkunft erlebt!
Wir freuen uns sehr dieses Schmuckstück am Vully gefunden zu haben und werden unbedingt wieder kommen! Herzlichen Dank, lieber Etienne!","Studio dans ancienne ferme, 2e étage
1 à 4 pers.",181416072,Etienne,Broye-Vully,Vully-les-Lacs,46.93037,7.037610000000001,Entire home/apt,100,2020,01,02
585067,31344341,597271769,2020-01-25,84209006,Peichun,"It was a great stay in Etienne's place, which we enjoyed a lot. The flat equipped with all necessary equipments (even with a Sweden oven☺),  was very cosy & super clean. Etienne is a wonderful host, who prepared milk, butter, yogurt,  jam, cheese, even a bottle of white wine in the fridge before our arrival. What a lovely suprise We would definitely love to come back","Studio dans ancienne ferme, 2e étage
1 à 4 pers.",181416072,Etienne,Broye-Vully,Vully-les-Lacs,46.93037,7.037610000000001,Entire home/apt,100,2020,01,25
585079,31347517,401609333,2019-01-15,152588418,Maurizio,"Wonderful stay. Roxana is super nice and welcoming. The house was super clean and I had everything I could need.
I really felt at home!",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,15
585083,31347517,402113967,2019-01-17,231246581,Marc,"Roxana m'a très bien accueilli. La chambre est grande. L'appartement est propre et très bien situé, à 5-10 min à pied du port d'Ouchy. La gare et la ville haute sont accessibles soit à pied, soit en quelques stations de métro. Il est possible de se garer gratuitement dans la rue la nuit jusqu'à 8h du matin. Le jour par contre, il faut soit payer, soit afficher un disque bleu. On est alors limité à 1h.",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,17
585087,31347517,404017000,2019-01-22,64873546,Maeva Et Boris,"Belle chambre, appartement très propre et très bien situé. Qualité d accueil irréprochable, avec des attentions remarquable comme le pain frais à disposition pour le petit déjeuné, ainsi que l accès à la cuisine. Une adresse à recommander absolument. 
Merci Roxana pour cet accueil, 
Boris.",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,22
585091,31347517,404503268,2019-01-24,73560291,Arjola,I had a great time at Roxana’s place. The communication was super easy and quick and the place looks exactly like it does on the pictures. The neighborhood is very conveniently located and although it’s a lively neighborhood the apartment is very quiet! Would absolutely recommend to stay there!,The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,24
585095,31347517,405030852,2019-01-26,214751653,Iman,"Hôte réactive et adorable. Logement au centre de Lausanne, facile d’accès. Je recommande !",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,26
585099,31347517,406581231,2019-01-30,60353162,Carolin,"Thank you for the great hospitality, I really enjoyed staying with you!",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,30
585103,31347517,406838559,2019-01-31,44456909,Jose,"Perfect stay, location really is the best in Lausanne, close to bus/metro/supermarket/coffee/restaurants. The room is very spacious, clean and comfortable. Roxana was a wonderful host. Would recommend this place with no doubt!",The best location in Lausanne,2247343,Roxana,Lausanne,Lausanne,46.51185,6.625360000000001,Private room,40,2019,01,31
585239,31350012,588897076,2020-01-05,101389215,Thibault,"Super séjour, Nicolas et Megane sont très discret mais présent à tout moment si nous avons des questions.
Nous avons adoré le système de ""room-service"" avec les aliments disponibles dans les placards!!
Nous les recommandons.",Charmant studio aux Mosses,152174100,Nicolas,Aigle,Ormont-Dessous,46.39805,7.1062199999999995,Entire home/apt,75,2020,01,05
585243,31350012,597853388,2020-01-26,87011017,Emmanuel,"Très bien situé, nous avons passé un très bon moment dans ce studio très bien optimisé.",Charmant studio aux Mosses,152174100,Nicolas,Aigle,Ormont-Dessous,46.39805,7.1062199999999995,Entire home/apt,75,2020,01,26
585311,31353721,591058922,2020-01-10,84039852,Justine,Merveilleux accueil dans une belle et chaleureuse maison chez Claire-Lise et son mari. Ravie d'avoir fait votre connaissance et d'avoir discuté avec vous ! Je reviendrai sans hésitation si je repasse dans la région.,Chambre à la Confrary en campagne,234765824,Claire-Lise,Broye-Vully,Ropraz,46.61016,6.76017,Private room,50,2020,01,10
585315,31353721,594705591,2020-01-19,3060664,Andre,Excellent souvenir chez Claire Lise qui est aux petits soins avec ses hôtes. Son logement est d une propreté irréprochable. Ses petits plats sont très appréciés et ce fut très agréable de partager des repas avec eux. Je recommande vivement ce lieu de séjour au calme à la campagne mais proche de Lausanne.,Chambre à la Confrary en campagne,234765824,Claire-Lise,Broye-Vully,Ropraz,46.61016,6.76017,Private room,50,2020,01,19
585319,31353721,599175327,2020-01-29,56940347,Mathieu,2 nuits très bien passées,Chambre à la Confrary en campagne,234765824,Claire-Lise,Broye-Vully,Ropraz,46.61016,6.76017,Private room,50,2020,01,29
585323,31353721,599473209,2020-01-30,330880781,Kevin,"Un très bon accueil, très propre, très grande chambre! Parfait",Chambre à la Confrary en campagne,234765824,Claire-Lise,Broye-Vully,Ropraz,46.61016,6.76017,Private room,50,2020,01,30
585339,31372992,402115539,2019-01-17,229217939,Pierantonio,Tutto bene grazie.....,"New studio in centre of Vevey, 1min from station",72678984,Pino,Riviera-Pays-d'Enhaut,Vevey,46.46206,6.8451699999999995,Entire home/apt,50,2019,01,17
585439,31375188,402341790,2019-01-18,235876810,Khalil,"Pas de chambre privée, vous allez dormir dans un salon avec un chat qui se balade et joue avec vos affaires. 
Il n'y a pas de wifi, ni de fer à repasser. 
Lorsque j'ai cuisiné avec MON huile je me suis fait réprimander, ""j'ai pas le droit de cuisiner"" ma t-elle dit. 
Interdiction de fumer même dans le balcon, il faut donc descendre même la nuit. 
Il n'y a pas de café et le petit déjeuner était un sachet de tisane et deux Pitchs... 

Bon courage !","Apart.Morges Center, close to EPFL/Lausanne/Geneva",45737780,Peijia,Morges,Morges,46.50934,6.49721,Shared room,65,2019,01,18
585455,31375510,404742312,2019-01-25,10308585,Anval,Christophe was one of the best hosts I’ve ever seen. Very kind and friendly person! You will be in love with this place. For sure!,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2019,01,25
585459,31375510,406345601,2019-01-29,231752587,Benoit,"Bel appartement, bien situé,
Christophe est un hôte très accueillant et disponible.",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2019,01,29
585463,31375510,406853225,2019-01-31,100956100,Marianne,"bon accueil par Christophe, la propreté est impeccable, et l'emplacement bien situé.",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2019,01,31
585859,31375510,590326965,2020-01-08,38931977,Bettina,Mon séjour chez Christophe a été très agréable ! Je recommende,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,08
585863,31375510,591887637,2020-01-12,11517296,Benoît,"Super séjour chez Christophe, hôte sympathique, appartement d'une propreté irréprochable. Je recommande !",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,12
585867,31375510,593553780,2020-01-16,255836656,Richard,So manches Hotel könnte sich hier ein Vorbild nehmen.,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,16
585871,31375510,594289379,2020-01-18,47392018,Salima,L'appartement de Christophe est très bien situé. Il est spacieux et propre. Christophe est un hôte agréable. Je recommande ce logement à Lausanne,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,18
585875,31375510,594828240,2020-01-19,43038406,Emily,"Christophe’s place was clean, inviting with everything you need for a simple and enjoyable stay. His instructions were clear to find the apartment from the Main Lausanne Station and given my train arrived early in the day he was more then happy to accomodate that. The apartment was also close to a station which made getting around simple and easy. As I was travelling alone I would definitely recommend Christophe’s place for single travellers. Thanks again!",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,19
585879,31375510,595937910,2020-01-21,10872271,Clémence,"If you are looking for a clean place and a super friendly host, look no further. I‘ve spent one night at Christophe place and it was perfect. Super easy to reach from the train station and just a few stops away from the city center.",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,21
585883,31375510,596887603,2020-01-24,35025323,Florian,"Parfait! Christophe est un hôte exceptionnel prêt à aider, sympathique et plein de bons conseils. L’appartement est bien situé et possède une jolie vue. Il est bien décoré et très propre, ce qui est plus que plaisant. Je recommande sans hésiter et n’hésiterai pas à y retourner pour un prochain séjour à Lausanne.",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,24
585887,31375510,598882900,2020-01-28,24651552,Thomas,Very nice!,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,28
585891,31375510,599155291,2020-01-29,24909380,Magali,"Christophe est un hôte accueillant et sympathique. La chambre est chaleureuse et fonctionnelle, le tout dans un appartement très propre. Parfait !",Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,29
585895,31375510,599442732,2020-01-30,29807607,Auguste,Superbe appartement et hôte très à l’écoute et sympathique!,Private room with view on the lake Léman,32216286,Christophe,Lausanne,Lausanne,46.532270000000004,6.61337,Private room,47,2020,01,30
585935,31377460,587537762,2020-01-03,26225461,Nemanja,"Grand et beau appartement, belle exposition, lumineux, au calme, à 15 minutes du centre de Lausanne. Les lumières dans le bien même sont un peu faibles, surtout dans la chambre à couché (si les lampes de chevet ne sont pas allumées). Quelques petits soucis de propreté au niveau du canapé avec quelques miettes trouvées à mon arrivée et également de la vaisselle sale dans les espaces de rangement dans la cuisine. Du bon éléctroménager, ça a été un plaisir de cuisiner, un lave-vaisselle efficace (il n'y avait pas de produit pour, je n'ai pas voulu utiliser celui présent au-dessus du four qui est prévu pour le lave-linge). Les pièces possèdent un termometre réglable ce qui est toujours appréciable. Il fait généralement un peu chaud et le chauffage au sol fait que la poussière s'accumule rapidement. Le canapé devrait être changé car il est abimé et se fait vieux, la table à manger aussi, le reste est moderne et très agréable à vivre avec et utiliser. Dans l'ensemble, je conseille ce logement a tout le monde mais il vaut mieux être véhiculé pour en profiter pleinement.","Paisible, à proximité du centre de Lausanne",50839761,Catarina,Lausanne,Lausanne,46.55535,6.68687,Entire home/apt,60,2020,01,03
